near_miss_id,site_id,report_date,hazard_category,shift,location_on_site,potential_severity,corrective_action_taken,description
826,11,2024-06-01,Mobile equipment,Day,Haul road,High,True,Placeat perspiciatis laborum quaerat vel tempora assumenda iusto delectus reiciendis ipsam nihil voluptas debitis eaque.
827,11,2024-09-30,Mobile equipment,Day,Underground,High,True,Suscipit consequatur nihil laudantium hic illo sit odio voluptate possimus quasi eum ut officia labore quia laudantium nemo autem.
828,11,2024-03-24,Ground fall,Afternoon,Haul road,High,False,Ad nobis atque accusamus sequi labore excepturi fuga neque vel.
829,11,2025-12-06,Explosives,Night,Haul road,High,False,Nesciunt nostrum necessitatibus fuga voluptatibus nulla hic ducimus laborum aliquid tenetur.
830,11,2024-12-24,Mobile equipment,Day,Open pit,Low,False,Dolor ratione labore iure est animi expedita corporis repellendus adipisci.
831,11,2025-07-22,Explosives,Day,Processing plant,High,False,Expedita enim voluptatum doloribus animi fugit labore voluptatum sapiente.
832,11,2025-12-28,Ground fall,Afternoon,Processing plant,Low,False,Nemo temporibus nihil non molestias hic perferendis commodi rerum impedit provident expedita.
833,11,2023-12-25,Electrical,Afternoon,Processing plant,High,False,Assumenda cum totam consequatur adipisci officiis atque illo veritatis corrupti impedit temporibus amet voluptas ab voluptatibus sequi nostrum delectus.
834,11,2024-05-14,Ground fall,Afternoon,Processing plant,Low,True,Maiores reiciendis nisi nulla quae cupiditate quam illo dolor aut quod voluptatem est dicta omnis excepturi rerum.
835,11,2024-05-11,Mobile equipment,Day,Camp,High,False,Eos soluta ipsum omnis magnam ratione culpa cumque vel facilis veritatis laborum libero recusandae voluptatem commodi sequi qui.
836,11,2025-11-14,Mobile equipment,Night,Underground,Medium,True,Mollitia neque incidunt possimus perspiciatis expedita deserunt omnis vero blanditiis reiciendis facilis laborum architecto quisquam voluptatibus nostrum.
837,11,2023-07-17,Manual handling,Night,Open pit,High,True,Iusto consequuntur voluptates harum doloribus harum totam officia aut ut voluptate.
838,11,2023-11-22,Mobile equipment,Afternoon,Workshop,Medium,False,Ad totam aliquam harum numquam velit recusandae dolorem vitae dolor perferendis consectetur debitis nam.
839,11,2025-06-13,Mobile equipment,Night,Haul road,Low,True,Ut voluptate et quae eligendi inventore reprehenderit cupiditate explicabo amet omnis quae nam asperiores magnam fugiat.
840,11,2025-12-06,Explosives,Afternoon,Underground,High,True,Inventore maiores nesciunt quo ipsa illo et officia odit excepturi.
841,11,2026-02-21,Electrical,Afternoon,Processing plant,High,True,Quod tempora deserunt aut placeat dicta libero deserunt quaerat doloremque quis quas quae voluptates.
842,11,2025-06-22,Mobile equipment,Night,Open pit,High,False,Nostrum quia omnis et itaque corrupti pariatur dignissimos at dolorem explicabo nihil necessitatibus itaque nostrum.
843,11,2026-04-26,Ground fall,Night,Camp,Low,False,Possimus cum repellat temporibus blanditiis nisi saepe suscipit voluptas at expedita similique.
844,11,2026-05-23,Ground fall,Day,Underground,Medium,True,Ullam iure nam beatae magnam error similique voluptatum.
845,11,2024-07-01,Electrical,Afternoon,Haul road,Medium,True,Excepturi aspernatur incidunt natus amet accusantium illo dolor nisi dolore deleniti consequatur soluta.
846,11,2023-07-28,Mobile equipment,Day,Underground,Low,True,Quod sapiente ex quos eveniet at officiis iure pariatur dignissimos facilis quibusdam.
847,11,2023-09-01,Ground fall,Night,Workshop,High,False,Provident enim officiis exercitationem possimus saepe rerum saepe esse assumenda.
848,11,2026-01-06,Explosives,Day,Haul road,Low,True,Saepe quaerat voluptate nostrum velit ad ipsum hic voluptatibus quae eaque necessitatibus laudantium.
849,11,2024-10-25,Ground fall,Day,Camp,High,True,Tenetur ab sunt saepe sit dolorem error placeat accusantium voluptates quisquam iure ut error.
850,11,2024-02-22,Mobile equipment,Day,Workshop,High,False,Natus animi rem nam enim molestiae tempore dolores consequuntur explicabo doloribus totam recusandae.
851,11,2025-01-23,Manual handling,Day,Workshop,Low,True,Totam fugiat quibusdam placeat numquam quis rerum corporis recusandae.
852,11,2023-08-23,Manual handling,Night,Haul road,Medium,False,Nesciunt eos reiciendis sequi sequi enim aliquam at sit iure fugit doloribus doloribus accusamus architecto eaque veritatis.
853,11,2025-11-16,Manual handling,Day,Workshop,High,False,Repellendus totam aperiam incidunt soluta molestiae eaque modi facilis quae laboriosam in quo soluta totam consequuntur fugit.
854,11,2023-06-24,Explosives,Night,Haul road,Low,True,Similique molestias atque vitae quidem quos expedita praesentium odio voluptatibus ad.
855,11,2024-01-30,Hazardous substances,Day,Open pit,Low,True,Iure debitis recusandae ratione perspiciatis labore illo alias maiores animi magnam minima molestias aut sint.
856,11,2023-08-31,Mobile equipment,Afternoon,Open pit,High,True,Fuga culpa et suscipit eaque est incidunt id labore dignissimos perferendis labore vero beatae consectetur perspiciatis numquam ratione.
857,11,2024-09-24,Electrical,Night,Open pit,Low,False,Eaque occaecati repellendus a quidem atque illo harum quidem ab quis natus accusantium vero possimus.
858,11,2024-03-06,Mobile equipment,Night,Camp,Medium,False,Et animi numquam ad tempora cupiditate dolor totam iure autem temporibus magni eius quos consectetur mollitia dolores maxime harum.
859,11,2023-11-21,Explosives,Night,Open pit,High,False,Cupiditate quo reprehenderit porro dignissimos sed veritatis tempora repudiandae maiores sint omnis.
860,11,2024-02-17,Hazardous substances,Night,Camp,Low,False,Cumque repellat dolorum ullam repudiandae quia fugiat magni odit culpa.
861,11,2025-10-20,Mobile equipment,Afternoon,Underground,Low,True,Ipsum ipsam sunt ipsam odit incidunt unde sit commodi voluptatibus voluptates.
862,11,2023-12-30,Mobile equipment,Day,Open pit,High,False,Tempore nam aspernatur autem vero debitis ratione dolor natus consectetur officia.
863,11,2025-05-06,Ground fall,Afternoon,Underground,Low,False,Doloribus tempora id suscipit placeat exercitationem aut aliquam optio rerum.
864,11,2023-11-02,Mobile equipment,Afternoon,Open pit,High,True,Labore voluptas dolore itaque explicabo aperiam eius repellat eius possimus impedit nostrum ullam inventore temporibus quaerat nulla mollitia consequatur.
865,11,2026-02-26,Explosives,Afternoon,Underground,Low,True,Voluptas minima deserunt eligendi voluptatem molestiae pariatur adipisci ullam assumenda placeat.
866,11,2023-11-21,Hazardous substances,Night,Haul road,High,True,Odio adipisci distinctio labore dolore libero voluptate recusandae provident ab cumque asperiores facilis atque impedit iure laborum.
867,11,2026-02-06,Ground fall,Afternoon,Processing plant,Medium,False,Quidem consectetur labore doloremque eum eum autem tenetur explicabo placeat ad assumenda enim delectus culpa ducimus alias.
868,11,2026-03-28,Mobile equipment,Day,Processing plant,Low,False,Similique amet quasi commodi excepturi consequuntur quam est nobis ipsa repellendus ea.
869,11,2023-10-12,Ground fall,Night,Workshop,High,True,Modi numquam saepe nobis cumque vel debitis assumenda nulla doloremque consequuntur iure explicabo tempore quia nulla ipsum corporis.
870,11,2024-04-13,Electrical,Night,Open pit,Medium,True,Dolorum cumque dolore possimus perspiciatis libero adipisci dolores sapiente.
871,11,2025-09-10,Mobile equipment,Afternoon,Workshop,Medium,True,Ex illum maxime provident assumenda velit quo nostrum illum voluptas suscipit ad ipsam sunt repellendus expedita.
872,11,2025-08-24,Mobile equipment,Day,Open pit,High,True,Quos nisi commodi dignissimos corrupti minus ullam explicabo quaerat inventore earum ducimus.
873,11,2023-11-15,Mobile equipment,Day,Open pit,Low,True,Facere temporibus consequuntur sequi quisquam sunt voluptatum assumenda libero alias velit veritatis ad necessitatibus perferendis ad.
874,11,2023-08-31,Mobile equipment,Day,Processing plant,Medium,False,Reiciendis veniam eligendi autem at odit enim eveniet debitis dolorem enim cum quasi voluptatum doloribus velit non.
875,11,2024-01-10,Hazardous substances,Day,Open pit,Medium,True,Voluptate nesciunt exercitationem reiciendis architecto laborum eligendi hic eum deserunt assumenda est est voluptates sunt earum.
876,11,2026-03-27,Fall from height,Day,Processing plant,High,True,Placeat eaque corporis iusto totam aspernatur non voluptates quis.
877,11,2023-12-14,Ground fall,Day,Underground,Medium,False,Dolores voluptatem maxime dignissimos voluptate voluptate numquam cum quisquam iure nihil reprehenderit omnis qui quidem amet molestiae ad.
878,12,2025-02-20,Ground fall,Afternoon,Haul road,High,True,Quasi laboriosam nihil deleniti vel laborum esse et natus dicta debitis.
879,12,2025-06-22,Mobile equipment,Day,Workshop,High,False,Deserunt dolor laudantium culpa dolorem expedita doloremque minima beatae nulla corrupti doloribus ratione soluta.
880,12,2024-05-23,Mobile equipment,Night,Camp,Low,True,Repudiandae sunt atque animi illum ipsum tempore dicta consequatur doloremque dolor atque quia repellendus accusamus eligendi aliquam asperiores.
881,12,2025-04-20,Manual handling,Afternoon,Processing plant,High,True,Odit eius beatae necessitatibus molestias ipsa at tempore praesentium quae dolor tempore aliquam voluptate porro et.
882,12,2025-09-06,Ground fall,Afternoon,Haul road,Low,False,Quam quo sapiente saepe vel sit officia quis odit accusamus voluptate.
883,12,2025-05-22,Explosives,Afternoon,Processing plant,Low,False,Ut tempora deserunt dolorem deleniti aliquam aliquid quos quidem cupiditate sequi suscipit expedita ut quos sunt error.
884,12,2025-01-28,Electrical,Night,Camp,High,True,Magnam nulla et ratione architecto quis magni tempore dolorum nisi alias reprehenderit deserunt inventore qui rerum.
885,12,2025-09-25,Mobile equipment,Day,Underground,High,False,Eligendi aliquid distinctio tempora provident architecto totam aliquam illo laboriosam nemo voluptate exercitationem.
886,12,2025-09-08,Fall from height,Day,Open pit,Low,False,Illum id voluptates fugiat numquam occaecati unde perspiciatis a deleniti iusto.
887,12,2025-01-04,Mobile equipment,Night,Open pit,High,True,Quisquam deserunt fugiat fugit eligendi accusamus distinctio fugiat quis nesciunt expedita non facilis.
888,12,2026-04-10,Mobile equipment,Night,Haul road,High,True,Nobis culpa pariatur harum cum voluptatibus asperiores porro ipsum expedita molestias expedita placeat veniam qui rem omnis impedit quae.
889,12,2023-11-15,Electrical,Afternoon,Haul road,Low,True,Quaerat amet nostrum doloremque quae quibusdam animi perferendis asperiores odio omnis.
890,12,2026-01-22,Explosives,Afternoon,Processing plant,High,True,Consectetur natus officia ipsa error natus molestias aspernatur ea perferendis rerum.
891,12,2025-02-04,Mobile equipment,Night,Camp,High,False,Quia blanditiis modi explicabo nemo dolorem odit quo.
892,12,2024-05-20,Explosives,Night,Workshop,High,False,Odit odio nihil nisi explicabo sint numquam voluptas ratione eaque beatae veritatis explicabo quidem molestiae voluptas ratione maiores.
893,12,2026-03-15,Electrical,Night,Haul road,High,False,Tempore iusto placeat optio consequatur eum vitae saepe accusantium sunt facilis.
894,12,2025-07-26,Ground fall,Night,Processing plant,Low,False,Illo repudiandae laboriosam animi iure distinctio similique similique veritatis earum illo iusto laboriosam earum ipsum.
895,12,2025-03-21,Fall from height,Night,Haul road,Low,True,Nam accusantium veritatis repellendus repellat quis repudiandae ratione voluptatum illo iure et.
896,12,2024-08-22,Mobile equipment,Day,Processing plant,Low,False,Asperiores quibusdam odio eaque praesentium saepe ducimus maiores vitae similique quaerat.
897,12,2024-06-26,Fall from height,Day,Underground,Low,True,Esse repellat veritatis soluta fuga omnis sed ratione eaque voluptatibus porro delectus.
898,12,2023-12-07,Ground fall,Day,Processing plant,Low,False,Animi provident a tempora itaque commodi assumenda dolor animi modi dolorum sapiente.
899,12,2025-04-21,Mobile equipment,Night,Open pit,Medium,True,Porro accusantium quibusdam veniam ipsam at quam consequuntur neque quia eaque velit nulla ipsam excepturi neque doloribus facilis a.
900,12,2023-06-01,Manual handling,Afternoon,Underground,Medium,True,Id consequuntur consequuntur optio quam numquam eligendi sunt excepturi quae.
901,12,2026-03-27,Mobile equipment,Afternoon,Open pit,High,False,Voluptas beatae exercitationem mollitia sunt adipisci velit magni eum deleniti ducimus reiciendis sit.
902,12,2023-09-08,Ground fall,Day,Processing plant,High,True,Quae facilis quis numquam nulla autem sunt modi eaque.
903,12,2025-04-25,Mobile equipment,Day,Processing plant,High,False,Assumenda fuga magni rem consectetur rem blanditiis facilis facere neque aliquam error id mollitia a debitis ipsa excepturi.
904,12,2023-10-27,Fall from height,Night,Underground,High,True,Facere temporibus officiis dolore reprehenderit necessitatibus deleniti sint est assumenda iste iste libero.
905,12,2023-07-01,Electrical,Afternoon,Open pit,Medium,False,Culpa a explicabo sunt ipsa veritatis provident quae eos provident magnam.
906,12,2023-06-22,Hazardous substances,Day,Underground,High,False,Fugiat ratione dolorem nisi voluptatem dicta excepturi adipisci quae asperiores ad dolore vel ipsam nemo aperiam.
907,12,2024-04-19,Mobile equipment,Night,Underground,Medium,False,Aspernatur fuga mollitia amet tempora explicabo iusto sunt eos excepturi ipsa numquam.
908,12,2025-01-15,Mobile equipment,Day,Workshop,High,False,Enim quibusdam nisi maiores laudantium cupiditate eaque possimus alias vel iure laborum.
909,12,2026-02-24,Ground fall,Night,Workshop,High,False,Asperiores mollitia deserunt dicta eveniet aperiam consequuntur aperiam illo vel ab cumque cum tenetur.
910,12,2023-06-18,Mobile equipment,Night,Open pit,Low,True,Minima soluta consectetur doloribus numquam temporibus error exercitationem eos odit autem rerum aliquam aspernatur eum libero nihil.
911,12,2025-04-06,Fall from height,Afternoon,Open pit,High,True,Aliquam minus perspiciatis blanditiis fugiat rerum atque voluptatibus temporibus.
912,12,2024-05-17,Explosives,Night,Processing plant,High,False,Eum quo minus maiores at corrupti mollitia aliquam nemo numquam ducimus aliquam.
913,12,2026-05-13,Manual handling,Day,Processing plant,Low,False,Expedita assumenda debitis architecto occaecati magnam nemo culpa nam odio expedita.
914,12,2024-09-14,Mobile equipment,Day,Underground,High,False,Recusandae quidem quis cumque excepturi repellendus harum modi ullam officiis doloribus veniam pariatur aliquam deserunt reiciendis.
915,12,2025-05-17,Electrical,Afternoon,Camp,Low,True,Inventore cupiditate modi at molestias sint soluta ex explicabo eveniet necessitatibus consequuntur hic voluptas et placeat.
916,12,2024-06-08,Electrical,Day,Workshop,Low,True,Non earum sequi aut fugiat vitae dicta totam at harum commodi at atque.
917,12,2024-08-09,Ground fall,Night,Workshop,High,False,Qui magni illo voluptatem corrupti consequatur molestias officia.
918,12,2024-11-03,Hazardous substances,Afternoon,Open pit,Low,True,Id nihil officiis enim voluptas voluptate autem eligendi officiis illum minus laborum ut illo aut repellendus animi iure.
919,12,2025-01-13,Electrical,Afternoon,Haul road,Low,True,Deleniti doloremque suscipit aliquam laudantium quaerat dolore sint hic voluptas eius excepturi atque ipsum.
920,12,2024-02-06,Ground fall,Day,Haul road,Medium,True,Nulla reprehenderit unde sapiente sapiente eaque impedit quam.
921,12,2024-09-28,Ground fall,Day,Workshop,High,True,A corrupti suscipit odio non quaerat veniam soluta nostrum dolorum magni expedita.
922,12,2024-12-16,Fall from height,Afternoon,Open pit,Medium,True,Quod asperiores saepe temporibus nam dolorem dignissimos nemo perferendis sint dolor.
923,12,2023-07-12,Electrical,Afternoon,Open pit,Medium,False,Similique deserunt alias voluptates repellendus cupiditate sequi consequuntur repellat dicta quo quam omnis beatae asperiores quod.
924,12,2024-07-10,Explosives,Night,Haul road,Low,False,Magnam dignissimos magni tempora nihil asperiores tempora veniam reiciendis id illo doloribus repellat tempora ad perspiciatis ipsam.
925,12,2024-07-26,Fall from height,Night,Underground,Low,False,Expedita aut labore blanditiis quaerat quasi ad cumque sunt amet ab sint error sequi tempora id.
926,12,2024-09-23,Ground fall,Afternoon,Processing plant,Low,False,Aut voluptatibus molestias totam voluptatibus autem numquam assumenda repudiandae molestias blanditiis temporibus voluptatem quasi neque recusandae repellat.
927,12,2024-10-08,Mobile equipment,Night,Processing plant,Medium,True,Magnam porro culpa facere perspiciatis alias debitis natus temporibus exercitationem temporibus minima consectetur corrupti facere explicabo accusantium eos.
928,12,2025-09-08,Ground fall,Afternoon,Underground,High,False,Ducimus repellendus omnis veritatis adipisci non voluptatem pariatur officia.
929,12,2025-12-17,Explosives,Afternoon,Camp,Low,True,Reprehenderit praesentium nam error aliquid similique illum eum corrupti labore asperiores quibusdam.
930,12,2024-12-07,Mobile equipment,Night,Open pit,High,False,Nostrum corrupti consequatur nisi iusto in eaque incidunt impedit consequatur nihil sit delectus porro cumque minus officiis accusantium omnis.
931,12,2024-05-07,Explosives,Afternoon,Workshop,Low,True,Doloribus natus exercitationem iste cupiditate nobis delectus inventore fugiat molestias temporibus.
932,12,2025-01-24,Fall from height,Night,Open pit,Medium,True,Hic sit explicabo quisquam consequuntur adipisci eveniet natus recusandae non corporis aperiam aut iste consectetur ullam.
933,12,2025-08-06,Mobile equipment,Night,Camp,High,False,Non perferendis dolorum similique delectus sequi sint rem iusto nobis corrupti aperiam nostrum hic quod atque sequi.
934,12,2024-05-25,Ground fall,Day,Underground,Low,False,Dicta cumque voluptates fugiat amet optio hic quisquam.
935,12,2024-03-14,Ground fall,Day,Processing plant,Medium,True,Recusandae magni minima quo laborum dolores voluptas minus ea quam architecto aliquam laudantium modi nihil corporis ab corrupti tempora.
936,12,2025-12-30,Ground fall,Afternoon,Open pit,Medium,True,Reiciendis eveniet cum laboriosam nostrum esse harum eum incidunt repudiandae autem explicabo facere incidunt suscipit aut incidunt iste occaecati.
937,12,2025-03-02,Mobile equipment,Day,Underground,High,True,Accusamus eaque cupiditate qui eaque repellat nemo accusantium facilis dolor ullam eveniet ex sequi minus.
938,12,2026-04-24,Ground fall,Day,Open pit,Medium,True,Minus sequi dicta delectus nisi labore distinctio unde facere illo nobis veniam ab incidunt sint.
939,12,2025-12-24,Ground fall,Afternoon,Underground,High,False,Voluptate consequuntur alias eaque itaque eaque illum molestiae porro harum quasi ut perspiciatis officia molestias repudiandae earum distinctio.
940,12,2025-03-16,Ground fall,Afternoon,Haul road,High,False,Quisquam provident impedit cumque natus ab quasi eligendi a qui facilis eveniet eaque tempora laboriosam officiis qui impedit.
941,12,2023-10-17,Mobile equipment,Day,Underground,Medium,True,Consequuntur labore nam sunt nihil neque assumenda nulla porro.
942,12,2023-07-09,Hazardous substances,Night,Processing plant,Medium,False,Illo aliquid distinctio sit veritatis autem sint suscipit dicta ab vero quos mollitia natus eaque.
943,12,2024-05-15,Fall from height,Night,Underground,High,False,Iure fuga libero perferendis perferendis quaerat adipisci voluptatum ipsa ullam reiciendis architecto non sapiente perferendis tempora.
944,12,2025-08-06,Ground fall,Afternoon,Processing plant,High,True,Hic aperiam nisi suscipit pariatur ut amet accusamus voluptatum expedita libero at totam.
945,12,2024-09-11,Manual handling,Day,Workshop,Medium,False,Quod ratione nesciunt esse illum mollitia nemo sit perspiciatis occaecati est inventore commodi voluptatibus modi provident hic vel cum.
946,12,2025-04-08,Manual handling,Day,Workshop,Low,False,Necessitatibus quas dolores quibusdam harum nulla necessitatibus voluptas dolorem autem eligendi.
947,12,2025-01-01,Electrical,Afternoon,Workshop,High,True,Esse facere quam occaecati occaecati impedit qui quos culpa fuga est repudiandae fugiat tempora ducimus.
948,12,2024-11-29,Hazardous substances,Afternoon,Camp,Medium,True,Ipsum esse magni neque neque quasi earum dolorum recusandae.
949,12,2024-07-14,Hazardous substances,Day,Open pit,Low,True,Nam praesentium corporis consequuntur facilis beatae laborum quidem animi facere.
950,12,2025-07-20,Electrical,Night,Haul road,Low,True,Reiciendis numquam aperiam pariatur voluptas cum dolores corporis ducimus non ipsam iure in.
951,12,2025-04-06,Fall from height,Afternoon,Haul road,Medium,True,Iusto possimus natus provident iusto inventore distinctio alias eum quaerat.
952,12,2026-05-23,Fall from height,Afternoon,Camp,Medium,False,Numquam enim voluptate illo praesentium voluptate sapiente sed.
953,13,2025-09-11,Explosives,Day,Haul road,Low,True,Voluptates nihil perspiciatis ipsa sunt nesciunt facilis et earum quisquam ipsum vel ab.
954,13,2025-09-25,Electrical,Day,Haul road,High,False,Eveniet aliquam voluptatem eum magni perspiciatis aut rem ipsam ea veniam sunt.
955,13,2023-09-09,Mobile equipment,Afternoon,Underground,High,False,Impedit laboriosam quidem aperiam corporis ab delectus unde possimus molestias.
956,13,2024-02-11,Manual handling,Day,Workshop,High,False,Quisquam iure fuga ea vero voluptatem non voluptas recusandae expedita atque.
957,13,2024-02-26,Mobile equipment,Day,Workshop,Medium,True,Rerum cupiditate quae saepe voluptates aperiam sapiente amet veniam beatae reiciendis laborum optio commodi itaque hic veritatis animi.
958,13,2024-01-24,Mobile equipment,Afternoon,Underground,Medium,True,Dolore iure corrupti quidem nam voluptates numquam perspiciatis tenetur sed excepturi cumque similique repellat eaque nemo.
959,13,2024-04-22,Electrical,Day,Processing plant,Low,False,Cum dolorem harum odio ut debitis facere sit provident fugiat aspernatur quibusdam dolores molestiae architecto voluptas mollitia.
960,13,2025-04-18,Mobile equipment,Day,Camp,Low,True,Quo quae voluptatum vitae consequuntur debitis voluptatem dicta praesentium veritatis suscipit.
961,13,2025-10-29,Ground fall,Afternoon,Processing plant,High,True,Minus unde eaque error ullam beatae ipsam modi nemo iste consequuntur ab fugit dolor.
962,13,2024-09-13,Ground fall,Afternoon,Camp,High,False,Non totam non repellat modi cumque debitis adipisci sapiente aspernatur illum.
963,13,2024-06-23,Ground fall,Afternoon,Haul road,Medium,True,Velit quidem maiores distinctio voluptas minima a vero voluptatibus aperiam quo saepe quasi reprehenderit sapiente unde velit ducimus minima.
964,13,2025-10-07,Fall from height,Afternoon,Haul road,Low,True,Omnis ad incidunt repudiandae quod saepe necessitatibus atque velit voluptates assumenda explicabo dolore sit quidem commodi praesentium illo nam.
965,13,2023-09-02,Mobile equipment,Day,Open pit,High,True,Inventore rerum quasi voluptate tempora suscipit nemo quidem eveniet eos voluptas debitis ullam vel perspiciatis.
966,13,2023-09-03,Mobile equipment,Afternoon,Workshop,High,True,Beatae autem repudiandae maxime reprehenderit voluptate labore a fuga eos illo nemo numquam cum asperiores repellat eos.
967,13,2024-10-06,Fall from height,Night,Camp,Medium,True,Odit illo modi tempore perferendis harum commodi neque blanditiis illo doloribus esse laudantium.
968,13,2023-06-23,Mobile equipment,Night,Haul road,Medium,True,Incidunt iusto odio quidem eius officia neque earum aspernatur quasi porro modi.
969,13,2025-08-26,Manual handling,Day,Open pit,Medium,True,Deserunt commodi sed eius accusamus reiciendis atque in distinctio facilis dolorem molestias reprehenderit dolore minima doloremque exercitationem necessitatibus.
970,13,2025-04-30,Manual handling,Night,Camp,Low,False,Ipsam laudantium neque optio ad eius inventore illo minima adipisci dolore at itaque nostrum minus rem iste neque.
971,13,2024-03-22,Manual handling,Night,Camp,High,False,A culpa ducimus accusamus pariatur eaque temporibus doloremque debitis in consequuntur.
972,13,2025-12-23,Mobile equipment,Afternoon,Camp,Low,False,Corrupti perferendis vitae autem fugiat minus cum pariatur qui sed numquam sint sint saepe veritatis.
973,13,2024-12-22,Hazardous substances,Afternoon,Camp,High,True,Eius beatae iste velit praesentium velit est autem laborum.
974,13,2023-12-01,Fall from height,Afternoon,Processing plant,Medium,False,Nostrum voluptatibus beatae fuga ipsam id iusto temporibus dolores repudiandae a non vel voluptatibus.
975,13,2023-08-28,Manual handling,Day,Camp,High,False,Id alias consectetur autem quisquam odio animi beatae ducimus exercitationem.
976,13,2024-09-11,Ground fall,Day,Underground,High,False,Itaque quibusdam ab ducimus earum dolorem quia impedit doloribus ducimus velit ipsa aliquid aliquam eius quasi.
977,13,2024-01-12,Mobile equipment,Afternoon,Underground,High,True,Fugiat veniam ipsam numquam qui culpa asperiores dolor iste ut qui numquam dolore provident quae quisquam.
978,13,2024-12-06,Ground fall,Night,Workshop,Medium,False,Qui enim fuga animi cupiditate sapiente quaerat nobis doloremque esse minima.
979,13,2026-05-11,Explosives,Night,Open pit,High,False,Corporis eveniet alias voluptas inventore quibusdam quibusdam incidunt accusamus cumque provident quos vitae.
980,13,2025-01-12,Mobile equipment,Night,Workshop,Medium,True,Optio ut eveniet quibusdam aliquam quisquam eius asperiores mollitia quibusdam autem voluptatibus ad molestiae fugit.
981,13,2025-12-29,Electrical,Night,Workshop,High,False,Rem tempora sed voluptate provident doloribus doloremque cum occaecati nostrum labore a nisi.
982,13,2023-11-26,Explosives,Day,Underground,Medium,True,Mollitia reiciendis atque aut commodi laboriosam similique commodi fuga unde quasi exercitationem nulla voluptate voluptatum est corrupti saepe quo.
983,13,2023-11-21,Mobile equipment,Night,Open pit,High,False,Non iste sunt quod veritatis eius tempora eligendi facere pariatur optio tempore porro.
984,13,2024-12-30,Fall from height,Day,Workshop,High,True,Illum doloremque libero aspernatur itaque porro saepe repellendus nemo laboriosam nobis reprehenderit nam.
985,13,2024-01-26,Fall from height,Day,Processing plant,Low,False,Ut magni omnis sint magni commodi eos suscipit autem officiis explicabo sequi quam provident eligendi illo.
986,13,2023-11-10,Hazardous substances,Night,Processing plant,Medium,False,Dolores tempore esse cum laudantium voluptate quod excepturi minima deserunt nam dolores omnis aut recusandae nobis eos.
987,13,2023-12-30,Explosives,Afternoon,Camp,Medium,True,Pariatur iusto nihil vero maiores tenetur ratione officiis occaecati ea iure.
988,13,2025-10-26,Ground fall,Day,Underground,Medium,True,Nisi aperiam autem aspernatur dolorem pariatur suscipit aspernatur pariatur praesentium labore enim cupiditate ex perspiciatis libero eveniet.
989,13,2026-01-24,Explosives,Afternoon,Processing plant,Medium,False,Sit vel accusantium accusantium temporibus ab itaque voluptatum nesciunt ipsa ab magni nulla.
990,13,2025-03-27,Ground fall,Night,Workshop,Medium,False,Odit repellendus quae nemo ea dolor quasi adipisci facere iste doloribus animi facilis aut veritatis deleniti quia.
991,13,2025-01-16,Ground fall,Afternoon,Haul road,Medium,True,Ad magni ea non culpa enim explicabo perspiciatis aperiam voluptas laudantium numquam ipsam asperiores repellendus nemo.
992,13,2023-09-25,Fall from height,Night,Underground,High,False,Ullam eum labore excepturi quisquam esse ea facilis.
993,13,2024-02-02,Explosives,Day,Underground,High,True,Molestias temporibus quod dolor beatae atque in aperiam enim sint fugiat.
994,13,2024-04-09,Mobile equipment,Day,Processing plant,Low,False,Tempora eum impedit ipsum eius magnam accusantium amet vero dicta iure.
995,13,2025-07-01,Ground fall,Afternoon,Camp,Medium,True,Nostrum adipisci veniam provident dolore laboriosam odit esse inventore dolorem ipsam necessitatibus ipsum reprehenderit.
996,13,2025-12-23,Hazardous substances,Afternoon,Workshop,Low,True,Eveniet magni voluptates ipsum maiores earum accusamus ab aliquid libero sunt iste occaecati hic.
997,13,2023-10-17,Mobile equipment,Night,Underground,High,True,Voluptates illum unde quae velit in labore vitae possimus sunt accusantium voluptatum quam quo ab incidunt ad.
998,13,2024-01-15,Mobile equipment,Night,Camp,Medium,True,Iusto alias ab dolorem accusamus libero aut ipsa dolorum est ab excepturi tempora repellendus.
999,13,2024-03-16,Ground fall,Night,Open pit,High,False,Facilis eum veritatis veniam quas ut provident quibusdam quaerat dolore sint praesentium.
1000,13,2023-06-02,Mobile equipment,Day,Camp,Medium,False,Nobis aliquid unde iure soluta cumque beatae aspernatur vero consequuntur quibusdam minus sapiente laudantium iste laudantium laudantium.
1001,13,2025-06-21,Manual handling,Night,Processing plant,Low,False,Repellat ut accusamus non natus fugiat sed dolore veritatis ducimus sit aspernatur recusandae tempore temporibus blanditiis provident.
1002,13,2024-04-27,Explosives,Night,Processing plant,Medium,True,Explicabo fuga veniam et debitis cumque placeat est quas reiciendis possimus nulla ducimus ab iste quis nihil.
1003,13,2025-04-17,Ground fall,Afternoon,Camp,High,True,Rem aperiam voluptas autem doloribus exercitationem fuga ipsa voluptatum incidunt earum.
1004,13,2024-06-14,Electrical,Night,Haul road,Low,True,Eos doloremque quisquam eius in odio accusamus culpa excepturi tempora sunt esse autem illo quos necessitatibus ipsa amet fuga.
1005,13,2026-01-28,Hazardous substances,Night,Workshop,Low,True,Sit et sapiente soluta dicta commodi molestias nihil laborum corporis quasi dolorum deleniti.
1006,13,2025-11-04,Ground fall,Night,Processing plant,High,True,Exercitationem similique illum excepturi ab iusto itaque fugiat blanditiis dicta sunt ipsa praesentium beatae veritatis modi consectetur.
